Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.6991494508350596,0.9642567038536072,555.4119850187266,1402.6278675093633,0.9112076163291931,576.4736218398876,1481.104137406367,0.8936858177185059,617.4408210440076,1485.0740285580525,0.9849368333816528,455.95593398876406,1449.7063728932585,0.8729010820388794,468.5574672284645,1435.2036516853932,0.9006080627441406,440.6338512406368,1310.8896594101125,0.3431590795516968,673.5299625468165,1193.7564372659176,0.9948227405548096,818.0443878745318,1115.9215531367042,0.7875276803970337,283.82256554307116,1057.0199116338952,0.7520732879638672,801.9200608614233,517.8693381320224,0.8796034455299377,387.5547167602997,459.19420792368913,0.08617588877677917,511.0751697097379,222.15041257022472,0.7066470384597778,450.1683930243446,476.7590560627341,0.688404381275177,217.06863003277158,704.6866221910112,0.6642005443572998,204.62078651685397,700.5280752574906,0.27255526185035706,430.08917076310865,447.94764600889516,0.18277519941329956,387.1080582865169,425.4174347495318
1,0.6729123206699595,0.9613911509513855,549.8375321863297,1399.1960732677903,0.894038200378418,577.8859433520599,1481.4483848314608,0.8842965364456177,618.1242684925094,1484.8765215355807,0.9768211245536804,452.23475538389516,1455.9168714887642,0.9351160526275635,463.6042105571162,1429.5694346910113,0.8179984092712402,438.19624882958806,1319.532420411985,0.43564990162849426,399.9109023876405,594.7287935978464,0.9855349659919739,812.0186680711611,1119.6926937031835,0.7344151735305786,217.21463892790268,698.0403645833334,0.8434054851531982,822.4937090355807,472.2583465004682,0.9546270966529846,401.15921992041206,446.3386587078652,0.0902433693408966,751.7344774110488,351.57197302200376,0.4279627799987793,426.26967755149815,509.4579529494382,0.5872841477394104,217.03739466292132,704.5095242275281,0.5212235450744629,200.03160112359558,698.6574643024345,0.24906319379806519,620.1451310861423,124.9748361423221,0.14043831825256348,794.7673074672284,435.7258383075843
2,0.6434196444118724,0.9676481485366821,554.7374619616105,1402.3073209269664,0.9061943292617798,512.7702920177903,1493.1700608614233,0.8773976564407349,612.5596178604869,1481.7434749531835,0.9731475710868835,453.2075140449439,1480.7159995318352,0.9330804347991943,466.19513693820227,1432.5118504213483,0.7976415157318115,438.3459152621723,1318.0667720037454,0.24499139189720154,719.9932701310861,1182.9691889044943,0.9474444389343262,811.5981975655432,1120.897267088015,0.7884270548820496,288.11102820692884,1069.7911546114233,0.9564663767814636,825.7850538389514,435.15398232677904,0.8189941644668579,380.58996079119856,463.16058783941946,0.08260324597358704,429.5809193586142,510.3754827949438,0.3254272937774658,417.79662628745325,949.0469188904494,0.641767144203186,216.37472202715355,704.6750643726592,0.5638560652732849,201.62987183988764,699.4793129681648,0.05236440896987915,404.24479166666674,482.0502691947566,0.060682713985443115,493.6317883895132,86.32599448443352
3,0.716581263962914,0.9676839709281921,552.5801000702247,1401.6814431179776,0.9000341892242432,580.9583479634832,1476.0609784644196,0.8672746419906616,608.299610838015,1476.8274520131088,0.963802695274353,447.09928019662925,1479.3824613764045,0.9126850962638855,466.78553663389516,1432.2719159644196,0.7929074764251709,440.38184691011236,1311.7093867041199,0.37913089990615845,348.6875292602997,1048.9897150046818,0.9419477581977844,841.5380676498128,805.7635475187266,0.7918597459793091,297.2335849719101,1079.7891063904494,0.9356369972229004,827.9836727528091,410.82894428838955,0.9023866057395935,371.3063260767791,474.4872863998128,0.512654721736908,569.4954792837079,439.0796172752809,0.3582819104194641,671.8684164325844,473.6666812968165,0.8938624858856201,211.36565133426973,707.6703680945693,0.8648433089256287,203.29909878277158,700.9828534644195,0.05882757902145386,392.73327773876406,492.21891824672286,0.13806140422821045,360.9247717696629,492.590158298221
4,0.7231975530876833,0.8935017585754395,550.2880676498128,1404.7079822097378,0.902920663356781,556.4644048455057,1472.5617392322097,0.917668342590332,599.7501170411986,1480.9398408239701,0.9642220735549927,462.9328329822098,1464.5603639981273,0.9122533798217773,466.8931413857679,1433.5229400749065,0.8506029844284058,445.1675152153558,1287.989524812734,0.5723354816436768,707.0755793539327,1189.7726474719102,0.9730182886123657,833.8022296348315,1114.0225596910113,0.7979562282562256,830.8007080992509,790.7138781601124,0.9726093411445618,825.1337195692884,388.2338848899813,0.9571467638015747,378.1258778089888,476.4329865987828,0.37643128633499146,611.4611130617977,468.31844715589887,0.31131383776664734,459.63066186797755,436.07666930009367,0.7896256446838379,213.42521067415737,709.4034556413858,0.7619057893753052,204.95779201779033,701.2574613764045,0.1082243025302887,391.7021447799626,493.9646974485019,0.23262223601341248,360.78622425093636,502.68210878979403
5,0.7371259892688078,0.9366359710693359,547.5714682818352,1405.2991865636704,0.920697808265686,543.0546289794008,1463.721178604869,0.8710826635360718,599.9163886938203,1470.4213483146068,0.9720281362533569,465.42785873127343,1460.8263108614233,0.9463006258010864,460.34783181179773,1428.2427727059926,0.8247653245925903,433.2373595505618,1281.0255735018727,0.5604758262634277,685.3291052200375,1195.6241221910113,0.9836281538009644,829.1047811329588,1115.031966877341,0.7425374388694763,279.86467111423224,1063.4729049625469,0.9857516288757324,823.8932291666667,370.0531805945693,0.8696619272232056,377.2027885065544,470.1443264279026,0.2598171830177307,650.07110252809,473.3817591292135,0.5174640417098999,467.04317357209743,454.05598958333337,0.8890060186386108,212.3430916432585,713.9570897705993,0.8668860197067261,207.00608614232215,705.4620201310862,0.14827430248260498,396.60492743445695,490.7017717111423,0.23612874746322632,361.44487359550567,498.4871327832397
6,0.6938986164682052,0.901752769947052,533.7325901217229,1406.378452715356,0.9045610427856445,596.7438407069288,1481.1323735955057,0.9319486618041992,594.9444785814607,1464.5657771535582,0.8258199691772461,513.8111540262173,1452.3648174157304,0.9287838935852051,474.75260416666674,1428.2702773876406,0.727279007434845,430.7862974016854,1304.7078359082398,0.6775003671646118,672.8366397471912,1206.449774695693,0.9816335439682007,827.1570692883895,1117.9476825842696,0.6184902787208557,216.53887230805242,698.5056764981274,0.9536101222038269,828.6647062265918,372.62431969803373,0.888878345489502,381.6332367743446,463.6221690660112,0.12684139609336853,413.53310802902627,915.0518638810862,0.6246585249900818,461.8813641151686,454.8315338249064,0.7040060758590698,208.01381086142328,701.7466204353933,0.6593928337097168,206.91808579119856,697.533210440075,0.13489586114883423,623.2012230805244,1283.364934456929,0.20622378587722778,347.04580699906364,528.1057247776217
7,0.6452750861644745,0.9658336043357849,543.2224367977528,1396.6428195224719,0.9337736368179321,518.090472846442,1493.7135709269664,0.9720537662506104,602.9816245318352,1474.676088483146,0.9611583948135376,498.0266122425094,1455.6228054775281,0.9544522762298584,465.21469744850185,1431.490080758427,0.6349996328353882,444.3097495318352,1329.4011879681648,0.4429967403411865,704.656557233146,1200.4626784878278,0.9796911478042603,827.3722787921349,1121.7604459269664,0.6555905342102051,218.3289442883895,695.8440864934457,0.9527044892311096,825.4500234082398,371.0452510533708,0.6956623792648315,385.6947858146068,455.3366031718165,0.09008502960205078,396.4472875702247,1031.3140069054307,0.46685492992401123,448.62652153558054,457.100706636236,0.6261974573135376,214.25093632958806,704.5386382256554,0.462456613779068,205.19216701779033,696.0473724250936,0.053380608558654785,621.6325784176031,1280.6004213483147,0.1217852234840393,339.5033064138577,502.62746518024346
8,0.6272020865889156,0.881911039352417,545.8659585674158,1417.477908473783,0.8260411024093628,530.6625994850187,1465.8968281835207,0.9663957357406616,589.1292866338952,1478.5001170411986,0.8333706259727478,452.21712605337086,1440.7110252808989,0.9484551548957825,463.7262991573034,1429.0761060393259,0.7707018256187439,400.76596149344573,1315.5519955524344,0.39307069778442383,672.8236920646068,1481.5604517790264,0.9880660176277161,828.9930067883895,1108.9851065074906,0.8775553107261658,828.1784000468165,777.119689255618,0.9706147909164429,825.1931179775281,379.9787862827715,0.6374907493591309,383.3110223548689,466.0554921582397,0.19722279906272888,671.2449525983147,479.2764659410112,0.49587514996528625,426.27889454588023,460.24264103464424,0.3797527253627777,209.67762464887642,701.3508017322098,0.2142091691493988,207.62303955992513,692.1239319990636,0.15703442692756653,615.812192766854,1308.9600889513108,0.12466815114021301,371.846251755618,457.0052814840824
9,0.6289348672418034,0.9220426082611084,540.296333684457,1400.3707279962548,0.9542927742004395,524.1164121020599,1462.26094335206,0.9844018220901489,596.4970300795881,1477.381642088015,0.9200671911239624,440.41037570224717,1444.1065367509364,0.8719764947891235,476.2670441245318,1429.8297050561798,0.792248010635376,412.41170704588023,1310.4544124531835,0.29858046770095825,601.966877340824,-7.100107714477996,0.993691623210907,833.7110838014983,1109.0908093398878,0.7894182205200195,215.4050356975656,699.5410522003746,0.9909794330596924,833.0939840823971,379.126799508427,0.7035713791847229,816.9003101591761,373.22027885065546,0.34967732429504395,672.1951808286517,692.7020423689139,0.4500907063484192,442.9469510767791,465.0119235720974,0.2227381467819214,214.0807145365169,703.4682233146068,0.17196381092071533,206.84149695692884,691.9135504447565,0.1285145878791809,417.92346968632967,473.228362008427,0.14763814210891724,351.70675327715355,487.9659702715356
